age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,workout_type,fat_percentage,water_intake_liters,workout_frequency_daysweek,experience_level,bmi,daily_meals_frequency,physical_exercise,carbs,proteins,fats,calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,name_of_exercise,sets,reps,benefit,burns_calories_per_30_min,target_muscle_group,equipment_needed,difficulty_level,body_part,type_of_muscle,workout,bmi_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_hrr,pct_maxhr,cal_balance,lean_mass_kg,expected_burn,burns_calories_per_30_min_bc,burns_calories_bin,age_group
38,Male,92,1,191,154,49,1,1066,Cardio,30,2,4,2,32,2,0,201,81,54,2573,Other,Breakfast,Vegetarian,9,92,8,313,Roasted,27,104,4,Face Pulls,4,17,Strengthens back and legs,350,Core,Dumbbells or Barbell,Beginner,Abs,Wrist Flexors,Hanging leg raises,32,1618,0,0,0,0,1506,64,778,9223372036854775807,High,31-45
24,Male,52,1,190,164,56,0,536,Cardio,19,2,3,1,18,3,0,308,124,82,1434,Other,Breakfast,Balanced,41,830,108,498,Baked,14,81,4,Deadlifts,3,10,Improves core stability and balance,355,"Core, Shoulders, Hips",Step or Box,Beginner,Chest,Wrist Extensors,Hanging leg raises,18,2476,0,2,0,0,897,42,433,9223372036854775807,High,18-30
18,Female,70,1,173,168,70,1,863,Yoga,27,2,2,1,27,3,0,209,82,55,1955,Other,Lunch,Vegetarian,39,1905,0,489,Raw,17,72,1,Resistance Band Pull-Aparts,4,20,Improves core stability and upper body strength,329,"Back, Core, Shoulders",Bench or Chair,Beginner,Forearms,Lateral,Incline dumbbell press,27,1668,0,1,0,0,1091,50,862,9223372036854775807,Low,<18
19,Male,69,1,185,155,73,1,1425,HIIT,29,1,3,1,26,2,0,206,83,54,1846,Other,Snack,Vegan,50,65,152,389,Boiled,8,11,1,Rows,3,15,Improves cardiovascular fitness,332,Full Core,Low Bar or TRX,Beginner,Forearms,Lats,Military press,26,1652,0,1,0,0,420,48,784,9223372036854775807,Low,18-30
23,Female,52,1,168,165,60,1,844,Yoga,25,2,1,1,21,4,0,261,104,70,1276,Other,Lunch,Vegan,26,2049,142,376,Fried,56,77,1,Leg Raises,4,20,Strengthens lower body,361,Triceps,Bench or Chair,Beginner,Chest,Quads,Wrist curl,21,2096,0,1,0,0,431,38,925,9223372036854775807,Very High,18-30
40,Male,66,1,164,148,56,1,1621,HIIT,22,2,3,1,21,3,0,188,75,49,2045,Other,Snack,Vegetarian,20,2436,157,135,Baked,59,6,3,Deadlift,4,23,Isolates and strengthens triceps,368,"Quadriceps, Glutes",Box or Platform,Intermediate,Arms,Wrist Flexors,Bent-over lateral raises,21,1501,0,1,0,0,423,51,987,9223372036854775807,Very High,31-45
39,Male,57,1,184,155,53,1,849,Yoga,22,2,3,2,20,2,0,224,90,60,1536,Other,Lunch,Low-Carb,7,1473,284,473,Boiled,22,91,1,Tricep Dips,5,19,Improves flexibility,350,"Core, Obliques",Wall,Beginner,Arms,Lower Chest,Decline dumbbell flyes,20,1802,0,1,0,0,686,44,826,9223372036854775807,High,31-45
51,Male,105,1,188,140,60,1,1334,Strength,35,3,2,1,40,2,0,267,107,71,2699,Other,Lunch,Low-Carb,44,1110,180,457,Raw,17,62,2,Incline Push-ups,4,21,Builds calf muscles,347,"Lower Back, Glutes",Parallel Bars or Chair,Beginner,Back,Lateral,Leg curls,40,2148,0,1,0,0,1364,68,938,9223372036854775807,Medium,46-60
29,Male,113,1,177,137,54,1,1117,Cardio,31,3,2,1,31,3,0,229,92,61,2971,Other,Breakfast,Vegan,41,783,257,495,Boiled,28,98,1,Squats,5,25,Improves core rotation strength,366,"Core, Lower Back",Bench or Chair,Intermediate,Abs,Triceps,Hanging leg raises,31,1843,0,0,0,0,1853,78,932,9223372036854775807,Very High,18-30
57,Male,82,1,188,154,63,1,1240,Strength,26,3,3,1,28,2,0,263,104,70,2080,Other,Breakfast,Vegetarian,19,810,224,175,Steamed,35,110,4,Scissors Kicks,4,15,Full body workout,337,"Quadriceps, Hamstrings, Glutes",Resistance Band or Cable Machine,Beginner,Shoulders,Wrist Extensors,Wrist extension,28,2102,0,1,0,0,839,60,775,9223372036854775807,Low,46-60
42,Female,93,1,186,155,62,1,1296,Strength,28,3,1,1,29,3,0,260,104,69,2442,Other,Snack,Low-Carb,18,1417,232,399,Roasted,45,94,3,Kettlebell Swings,4,17,Targets obliques and improves core rotation,337,"Upper Back, Rear Deltoids",None or Dumbbells,Advanced,Back,Lower Chest,Leg extensions,29,2088,0,1,0,0,1145,66,883,9223372036854775807,Low,31-45
42,Male,50,1,162,161,50,1,1393,Strength,19,1,2,2,16,2,0,234,94,62,1408,Other,Breakfast,Balanced,8,1693,200,214,Fried,16,41,4,Plank,5,25,Strengthens core and improves mobility,354,"Shoulders, Upper Back",Wall,Advanced,Abs,Quads,Overhead triceps extensions,16,1877,0,1,0,0,14,40,914,9223372036854775807,High,31-45
32,Female,126,1,198,145,61,1,1437,HIIT,34,2,3,1,37,3,0,308,123,82,3288,Other,Breakfast,Paleo,45,114,178,286,Steamed,8,54,2,Inverted Rows,4,18,Improves unilateral leg strength and balance,361,Shoulders,Bench or Chair,Advanced,Legs,Anterior,Barbell hip thrusts,37,2465,0,0,0,0,1850,83,788,9223372036854775807,Very High,31-45
42,Female,67,1,177,136,59,1,1461,HIIT,23,2,3,1,20,2,0,229,91,61,1876,Other,Breakfast,Vegan,39,261,126,449,Baked,20,105,4,Deadlift,5,21,Improves cardiovascular fitness,342,"Quadriceps, Glutes",Low Bar or TRX,Beginner,Back,Grip Strength,Cable crossovers,20,1833,0,1,0,0,414,51,759,9223372036854775807,Medium,31-45
50,Male,69,1,182,135,51,1,1450,HIIT,25,2,1,1,24,2,0,203,80,54,1803,Other,Breakfast,Keto,20,461,301,304,Fried,47,55,1,Bulgarian Split Squats,4,22,Builds shoulder width,368,"Upper Back, Rear Deltoids",Cable Machine or Resistance Band,Advanced,Forearms,Lats,Chest flyes,24,1619,0,1,0,0,352,51,883,9223372036854775807,Very High,46-60
50,Female,69,1,159,143,57,0,733,Strength,31,2,2,1,28,4,0,293,117,78,1691,Other,Lunch,Balanced,40,896,79,201,Fried,55,78,3,Pistol Squats,5,23,Builds calf muscles,341,"Back, Biceps",Step or Box,Intermediate,Chest,Quads,Pull-ups,28,2352,0,1,0,0,957,47,504,9223372036854775807,Medium,46-60
18,Female,97,1,196,162,73,0,547,Yoga,32,2,2,1,33,3,0,251,100,66,2572,Other,Snack,Balanced,9,260,2,309,Grilled,52,32,1,Dips,5,23,Improves core stability,345,"Quadriceps, Glutes",Bench or Sturdy Surface,Intermediate,Abs,Anterior,Incline cable crossovers,33,2008,0,1,0,0,2024,66,573,9223372036854775807,Medium,<18
18,Male,60,1,191,125,68,1,986,Cardio,20,2,1,1,18,2,0,200,79,53,1537,Other,Lunch,Paleo,15,1266,267,369,Roasted,8,112,1,Seated Rows,4,24,Targets lower chest,330,Calves,Bench or Step,Beginner,Legs,Upper,Bicep Curls,18,1601,0,1,0,0,550,48,740,9223372036854775807,Low,<18
59,Female,70,1,191,121,66,1,843,Yoga,26,1,2,2,25,1,0,266,107,71,1860,Other,Snack,Vegetarian,32,1465,106,266,Steamed,27,56,4,Deadlift,5,23,Isolates and strengthens triceps,357,"Core, Shoulders, Hips",Resistance Band,Beginner,Forearms,Upper,Standing calf raises,25,2135,0,1,0,0,1016,51,837,9223372036854775807,High,46-60
53,Female,115,2,183,123,65,1,1108,Strength,30,3,2,1,28,2,0,307,122,81,3041,Other,Breakfast,Low-Carb,1,2376,109,467,Roasted,21,56,1,Push-ups,5,19,Improves core stability and upper body strength,363,Triceps,Wall,Advanced,Shoulders,Triceps,Preacher curls,28,2457,0,1,0,0,1932,79,813,9223372036854775807,Very High,46-60
58,Male,74,1,193,137,57,1,957,Cardio,25,2,1,1,24,3,0,197,78,53,2120,Other,Snack,Keto,42,1875,61,474,Baked,11,74,3,Box Jumps,4,17,Builds back strength,334,"Biceps, Forearms",Cable Machine,Advanced,Forearms,Lats,Decline dumbbell flyes,24,1582,0,1,0,0,1162,55,729,9223372036854775807,Low,46-60
54,Male,87,1,190,134,72,1,1572,HIIT,26,2,3,2,24,3,0,177,69,47,2422,Other,Snack,Low-Carb,26,2229,139,123,Steamed,56,94,1,Resistance Band Pull-Aparts,4,21,Strengthens lower body,339,"Chest, Triceps, Shoulders",Dumbbells,Beginner,Arms,Lower Chest,Bicep Curls,24,1416,0,0,0,0,849,64,808,9223372036854775807,Medium,46-60
27,Male,68,1,170,156,74,0,603,Strength,25,2,2,1,24,3,0,167,66,44,1725,Other,Breakfast,Balanced,32,2490,165,363,Baked,30,19,1,Zottman Curls,5,20,Combines lower body and upper body strength,331,"Core, Shoulders, Legs",None or Dumbbells,Intermediate,Abs,Posterior,Donkey kicks,24,1332,0,0,0,0,1121,51,404,9223372036854775807,Low,18-30
52,Female,64,1,163,165,67,1,1903,Cardio,29,2,4,3,28,4,0,214,85,56,1829,Other,Snack,Vegan,28,1371,204,381,Grilled,58,7,3,Bench Press,4,22,Strengthens shoulders,363,"Upper Chest, Triceps",Parallel Bars or Chair,Advanced,Shoulders,Wrist Extensors,Incline dumbbell press,28,1706,0,1,1,1,-74,45,1330,9223372036854775807,Very High,46-60
54,Female,75,1,193,153,60,0,852,Cardio,26,1,3,1,25,4,0,175,69,46,2072,Other,Dinner,Balanced,16,1693,211,232,Boiled,34,11,0,Deadlift,5,16,Isolates and strengthens triceps,362,"Core, Obliques",Resistance Band or Cable Machine,Intermediate,Back,Lats,Plank,25,1402,0,0,0,0,1219,55,702,9223372036854775807,Very High,46-60
57,Male,108,1,198,156,55,1,1606,Strength,33,2,2,1,29,2,0,306,122,82,2908,Other,Snack,Vegetarian,15,69,29,397,Raw,8,61,1,Rows,4,15,Isolates triceps,356,Triceps,Bench or Chair,Beginner,Abs,Lower Chest,Wrist curl,29,2452,0,1,0,0,1301,72,1063,9223372036854775807,High,46-60
52,Male,60,1,169,123,73,0,476,Cardio,26,3,3,1,22,2,0,230,91,61,1538,Other,Snack,Keto,2,2380,87,238,Grilled,53,95,2,Burpees,5,17,Isolates and strengthens triceps,362,"Glutes, Hamstrings, Core",Bench or Sturdy Surface,Advanced,Arms,Lateral,Concentration curls,22,1838,0,1,0,0,1061,44,391,9223372036854775807,Very High,46-60
48,Male,58,1,191,134,62,1,1005,Cardio,20,3,2,1,16,3,0,307,123,83,1496,Other,Lunch,Vegetarian,41,125,168,308,Baked,51,112,3,Resistance Band Pull-Aparts,5,22,Full body workout,349,Full Body,Cable Machine,Beginner,Chest,Middle,Barbell curls,16,2471,0,2,0,0,490,46,796,9223372036854775807,High,46-60
48,Male,60,1,180,130,60,1,826,Yoga,18,3,4,1,17,1,0,198,79,52,1636,Other,Dinner,Low-Carb,26,396,33,349,Roasted,18,88,2,Leg Raises,4,24,Builds explosive upper body power,335,"Glutes, Hamstrings, Core",Resistance Band,Intermediate,Shoulders,Posterior,Russian twists,17,1584,0,1,0,0,809,49,770,9223372036854775807,Low,46-60
47,Male,61,1,190,131,61,1,2281,Strength,26,2,3,3,26,3,0,226,90,60,1890,Other,Lunch,Low-Carb,23,1400,7,259,Roasted,8,102,1,Plank,3,17,Improves coordination and cardiovascular health,351,"Shoulders, Upper Back",Low Bar or TRX,Intermediate,Legs,Lats,Barbell curls,26,1809,0,1,0,0,-391,45,1369,9223372036854775807,High,46-60
53,Male,68,1,164,131,64,1,1346,Cardio,24,2,4,2,28,2,0,247,98,65,1895,Other,Lunch,Paleo,11,485,105,284,Grilled,24,66,3,Bird Dogs,4,22,Targets obliques and improves core rotation,360,Core,Cable Machine,Beginner,Chest,Lats,Overhead triceps extensions,28,1977,0,1,0,0,548,51,1008,9223372036854775807,High,46-60
55,Male,68,1,189,141,51,1,942,Yoga,31,1,1,1,27,4,0,253,101,68,1800,Other,Breakfast,Keto,8,1351,225,422,Baked,55,24,4,Deadlift,4,25,Isolates triceps,345,"Quadriceps, Hamstrings, Glutes",Parallel Bars or Chair,Advanced,Legs,Triceps,Pull-ups,27,2038,0,1,0,0,857,46,989,9223372036854775807,Medium,46-60
46,Male,74,1,173,139,50,1,1332,Strength,26,3,2,1,22,3,0,175,70,46,1978,Other,Snack,Keto,38,501,217,399,Steamed,49,115,4,Prone Cobras,3,16,Builds lower body power,339,"Shoulders, Upper Back",Dumbbells or Barbell,Beginner,Back,Upper,Military press,22,1407,0,0,0,0,645,54,917,9223372036854775807,Medium,46-60
52,Male,93,1,176,137,49,0,783,Cardio,26,3,3,1,24,3,0,161,65,43,2599,Other,Snack,Keto,50,1509,148,436,Boiled,53,43,4,Incline Push-ups,4,19,Full body workout,369,"Full Body, Core, Shoulders",Step or Box,Intermediate,Abs,Lower,Russian twists,24,1294,0,0,0,0,1815,68,658,9223372036854775807,Very High,46-60
42,Female,49,1,173,131,63,1,1516,HIIT,23,1,3,1,21,3,0,267,106,71,1457,Other,Dinner,Vegetarian,11,2352,159,221,Baked,15,45,5,Windshield Wipers,4,19,Builds upper body strength,365,"Rear Deltoids, Upper Back",Cable Machine or Resistance Band,Intermediate,Back,Lats,Face pulls,21,2138,0,2,0,0,-59,37,841,9223372036854775807,Very High,31-45
28,Female,55,1,177,128,51,1,1238,Cardio,22,2,2,1,21,2,0,269,108,72,1613,Other,Breakfast,Keto,33,2166,32,126,Raw,50,104,1,Deadlifts,4,21,Enhances full-body coordination and stability,366,"Glutes, Hamstrings",Pull-up Bar,Intermediate,Forearms,Quads,Russian twists,21,2162,0,1,0,0,374,43,1034,9223372036854775807,Very High,18-30
28,Male,72,1,189,120,67,1,1274,Strength,33,2,4,2,30,3,0,304,122,81,1958,Other,Snack,Vegetarian,33,1247,54,288,Fried,4,90,2,Dead Bugs,4,17,Strengthens shoulders,333,"Upper Back, Rear Deltoids",Resistance Band or Cable Machine,Advanced,Chest,Lats,Wrist curl,30,2442,0,1,0,0,683,48,787,9223372036854775807,Low,18-30
56,Female,63,1,170,129,52,1,2486,HIIT,29,2,4,2,27,3,0,205,82,55,2007,Other,Dinner,Vegetarian,20,162,61,337,Fried,41,76,1,Superman,3,25,Advanced core exercise,332,"Back, Core, Shoulders",Bench or Sturdy Surface,Beginner,Back,Lower,Hyperextensions,27,1653,0,1,0,0,-479,45,1158,9223372036854775807,Low,46-60
51,Female,49,1,191,128,55,1,1196,Cardio,22,2,1,1,19,2,0,190,76,51,1087,Other,Snack,Vegan,29,1957,144,297,Roasted,47,108,4,Seated Rows,5,15,Improves core stability and balance,352,Core,"Bench, Barbell",Beginner,Shoulders,Wrist Extensors,Leg raises,19,1526,0,1,0,0,-109,38,958,9223372036854775807,High,46-60
57,Male,96,1,198,143,53,1,878,Yoga,32,2,3,2,31,2,0,207,82,55,2517,Other,Dinner,Balanced,14,2073,12,221,Baked,55,82,3,Frog Jumps,3,15,Improves flexibility,339,"Lower Chest, Triceps",Resistance Band or Cable Machine,Beginner,Abs,Triceps,Bent-over lateral raises,31,1656,0,0,0,0,1638,65,828,9223372036854775807,Medium,46-60
56,Male,40,1,196,165,71,1,1328,Strength,20,2,4,2,12,3,0,222,88,58,1242,Other,Snack,Low-Carb,44,186,299,125,Grilled,44,47,1,Bicycle Crunches,4,25,Targets obliques and improves core rotation,347,"Back, Core, Shoulders",Dumbbells,Beginner,Back,Upper,Incline dumbbell flyes,12,1772,0,2,0,0,-86,32,854,9223372036854775807,Medium,46-60
56,Male,107,1,185,125,49,1,1453,HIIT,33,2,3,2,35,3,0,298,119,80,2694,Other,Breakfast,Vegan,23,1450,295,425,Fried,13,56,4,Zottman Curls,3,15,Builds explosive upper body power,354,Shoulders,Low Bar or TRX,Advanced,Shoulders,Lateral,Bicep Curls,35,2392,0,1,0,0,1240,72,779,9223372036854775807,High,46-60
36,Male,59,1,178,127,58,0,1185,HIIT,22,2,3,1,19,2,0,260,104,69,1587,Other,Breakfast,Balanced,44,942,196,254,Baked,41,19,3,Zottman Curls,3,14,Strengthens core and improves mobility,337,Shoulders,Step or Box,Advanced,Abs,Upper,Leg extensions,19,2088,0,1,0,0,401,46,662,9223372036854775807,Medium,31-45
26,Male,102,1,198,122,58,1,1498,Strength,27,3,3,1,30,3,0,162,63,42,2659,Other,Lunch,Keto,43,2372,230,495,Baked,31,25,4,Russian Twists,5,16,Full body workout,345,"Lower Abs, Hip Flexors",Step or Box,Advanced,Arms,Lateral,Fat grip dumbbell curl,30,1289,0,0,0,0,1160,74,960,9223372036854775807,Medium,18-30
32,Male,68,1,177,150,71,0,745,Cardio,24,1,2,1,22,1,0,203,81,53,1718,Other,Dinner,Vegetarian,2,2311,186,360,Raw,11,13,1,Lunges,5,14,Improves back strength and posture,367,"Legs, Core",Parallel Bars or Chair,Intermediate,Arms,Lower Chest,Concentration curls,22,1622,0,1,0,0,972,51,625,9223372036854775807,Very High,31-45
56,Female,63,1,170,129,51,1,1799,Cardio,24,2,4,3,27,3,0,206,82,55,2010,Other,Dinner,Low-Carb,20,190,63,335,Baked,40,76,1,Prone Cobras,3,25,Improves balance and coordination,334,"Quadriceps, Hamstrings, Glutes",None or Dumbbells,Beginner,Arms,Triceps,Bent-over rows,27,1657,0,1,0,0,210,47,1157,9223372036854775807,Low,46-60
22,Male,98,1,194,134,70,0,343,Yoga,29,2,1,1,27,3,0,261,104,69,2619,Other,Lunch,Keto,3,1809,215,408,Fried,57,106,2,Leg Raises,5,16,Improves core stability and balance,361,"Core, Lower Back",Bench or Sturdy Surface,Advanced,Abs,Lower,Preacher curls,27,2087,0,1,0,0,2275,69,375,9223372036854775807,Very High,18-30
39,Female,87,1,195,133,54,1,1532,Yoga,29,3,5,3,25,2,0,153,60,40,2329,Other,Snack,Paleo,31,1845,186,467,Fried,21,12,1,Dragon Flags,5,22,Builds lower body power,334,"Back, Biceps",Box or Platform,Beginner,Legs,Anterior,Plate pinch,25,1219,0,0,0,0,796,62,1309,9223372036854775807,Low,31-45
54,Male,64,1,198,144,53,1,1782,HIIT,19,2,3,2,18,3,0,155,61,40,1719,Other,Breakfast,Balanced,18,115,51,202,Baked,11,15,3,Step-ups,5,22,Builds lower body power,359,"Biceps, Forearms",Bench or Sturdy Surface,Intermediate,Legs,Wrist Flexors,Skull crushers,18,1234,0,0,0,0,-63,51,970,9223372036854775807,High,46-60
56,Female,77,1,172,140,55,1,1093,Cardio,21,2,4,1,22,1,0,207,82,55,2036,Other,Breakfast,Paleo,4,358,279,163,Steamed,7,65,4,Pull-ups,4,15,Improves posture and back strength,354,"Shoulders, Upper Back",Parallel Bars or Chair,Advanced,Shoulders,Posterior,Barbell hip thrusts,22,1653,0,1,0,0,942,60,807,9223372036854775807,High,46-60
53,Female,55,1,160,136,55,1,919,Yoga,16,3,3,1,18,4,0,310,123,82,1585,Other,Lunch,Vegan,16,2397,215,294,Fried,15,3,1,Renegade Rows,4,15,Targets upper chest,349,"Chest, Triceps, Shoulders",Wall,Intermediate,Shoulders,Lower,Barbell squats,18,2481,0,2,0,0,665,46,895,9223372036854775807,High,46-60
51,Male,102,1,193,130,59,1,804,Yoga,32,3,1,1,32,4,0,311,125,83,2702,Other,Dinner,Vegetarian,8,1092,93,282,Fried,43,95,1,Seated Rows,4,15,Builds chest strength,338,"Back, Biceps",Bench or Chair,Beginner,Shoulders,Triceps,Triceps dips,32,2500,0,1,0,0,1897,69,824,9223372036854775807,Medium,46-60
46,Male,63,1,186,152,68,1,1320,HIIT,27,2,4,2,24,3,0,255,101,68,1873,Other,Lunch,Balanced,32,1756,29,281,Boiled,19,90,2,Face Pulls,4,22,Activates and strengthens glutes,364,"Obliques, Core",Cable Machine,Intermediate,Chest,Grip Strength,Hanging leg raises,24,2040,0,1,0,0,553,46,728,9223372036854775807,Very High,46-60
34,Female,63,1,197,143,71,1,980,Cardio,22,2,4,2,20,1,0,238,96,63,1776,Other,Dinner,Vegetarian,42,572,14,158,Grilled,10,64,3,Lat Pulldowns,5,22,Strengthens core and improves mobility,341,"Lower Abs, Hip Flexors",Bench or Sturdy Surface,Advanced,Arms,Lower,Hanging leg raises,20,1910,0,1,0,0,795,49,696,9223372036854775807,Medium,31-45
33,Female,75,1,192,130,50,0,564,Cardio,30,2,1,1,29,3,0,300,119,79,1961,Other,Dinner,Balanced,6,2255,20,171,Boiled,24,12,2,Tricep Dips,4,24,Targets obliques and improves core rotation,362,"Lower Chest, Triceps",Step or Box,Beginner,Chest,Anterior,Barbell squats,29,2394,0,1,0,0,1396,52,463,9223372036854775807,Very High,31-45
29,Male,78,1,166,130,62,1,1369,Cardio,25,2,3,1,24,4,0,285,114,75,2122,Other,Snack,Vegetarian,34,1174,252,358,Steamed,29,14,3,Shoulder Press,4,14,Improves shoulder mobility and posture,352,"Full Body, Core, Shoulders",Resistance Band,Advanced,Legs,Anterior,Chest flyes,24,2279,0,1,0,0,752,58,1006,9223372036854775807,High,18-30
37,Male,56,1,179,141,52,1,870,Yoga,22,1,3,1,21,4,0,190,76,50,1596,Other,Dinner,Paleo,35,334,154,148,Fried,11,118,2,Bench Press,4,19,Advanced core exercise,329,"Lower Back, Glutes",Cable Machine,Intermediate,Legs,Wrist Flexors,Leg extensions,21,1519,0,1,0,0,725,43,798,9223372036854775807,Low,31-45
18,Male,62,1,161,121,52,0,880,Strength,21,3,2,1,18,2,0,270,108,71,1754,Other,Dinner,Balanced,32,222,0,153,Grilled,43,25,1,Plank,4,17,Strengthens shoulders,366,Core,Pull-up Bar,Beginner,Forearms,Wrist Flexors,Leg extensions,18,2162,0,1,0,0,873,49,651,9223372036854775807,Very High,<18
40,Female,80,1,165,132,57,0,1112,HIIT,29,2,2,1,26,1,0,241,96,64,2181,Other,Lunch,Vegan,48,2219,145,420,Grilled,35,20,4,Wall Angels,5,16,Improves hip power and cardiovascular fitness,366,Shoulders,Bench or Sturdy Surface,Advanced,Forearms,Triceps,Incline dumbbell flyes,26,1934,0,1,0,0,1068,57,673,9223372036854775807,Very High,31-45
33,Female,88,1,197,147,69,1,1976,Cardio,34,3,3,3,32,3,0,244,97,65,2266,Other,Lunch,Vegetarian,36,1179,197,219,Baked,57,5,1,Calf Raises,5,15,Improves balance and leg strength,337,"Biceps, Forearms",None or Dumbbells,Beginner,Abs,Quads,Incline cable crossovers,32,1957,0,1,0,0,290,57,1282,9223372036854775807,Low,31-45
45,Male,51,1,177,158,56,1,1900,HIIT,18,3,4,2,14,3,0,209,82,55,1631,Other,Snack,Balanced,1,811,161,231,Steamed,54,50,2,Bulgarian Split Squats,4,25,Combines lower body and upper body strength,354,Full Body,Dumbbells or Barbell,Beginner,Back,Lateral,Military press,14,1668,0,1,0,0,-269,41,1021,9223372036854775807,High,31-45
51,Male,86,1,190,135,66,1,1327,Yoga,28,3,4,3,26,3,0,213,85,56,2350,Other,Breakfast,Paleo,32,1475,104,115,Roasted,60,47,2,Bear Crawls,5,21,Activates and strengthens glutes,360,"Upper Chest, Triceps",Kettlebell,Beginner,Abs,Lower Chest,Concentration curls,26,1702,0,0,0,0,1022,61,1224,9223372036854775807,High,46-60
31,Male,61,1,189,149,66,1,1872,Cardio,22,2,3,3,19,2,0,185,73,48,1791,Other,Dinner,Low-Carb,17,822,153,312,Raw,23,12,2,Bicep Curls,5,15,Improves posture and back strength,355,"Triceps, Chest",Barbell,Intermediate,Shoulders,Upper,Dumbbell flyes,19,1478,0,1,0,0,-81,47,1280,9223372036854775807,High,31-45
45,Male,65,1,192,133,58,0,590,Cardio,28,2,2,1,26,2,0,237,94,62,1712,Other,Breakfast,Low-Carb,39,1071,126,134,Grilled,25,55,4,Push-ups,3,14,Isolates triceps,342,"Biceps, Forearms",Dumbbells or Barbell,Advanced,Shoulders,Wrist Flexors,Face pulls,26,1893,0,1,0,0,1121,47,458,9223372036854775807,Medium,31-45
35,Female,109,1,190,155,73,1,1181,Strength,35,3,1,1,35,2,0,307,122,81,2799,Other,Breakfast,Keto,46,1980,252,162,Raw,20,63,2,Zottman Curls,4,23,Improves shoulder health and posture,369,"Biceps, Forearms",Resistance Band or Cable Machine,Intermediate,Abs,Quads,Donkey kicks,35,2456,0,1,0,0,1617,71,879,9223372036854775807,Very High,31-45
56,Female,51,1,182,133,72,1,872,Yoga,23,2,4,2,19,3,0,244,98,64,1487,Other,Snack,Keto,27,1850,196,291,Steamed,21,27,1,Prone Cobras,4,18,Activates and strengthens glutes,340,"Core, Obliques",Cable Machine or Resistance Band,Beginner,Arms,Middle,Hammer curls,19,1958,0,1,0,0,614,39,823,9223372036854775807,Medium,46-60
54,Male,78,1,194,131,55,1,1875,HIIT,28,2,3,2,28,2,0,239,95,63,2226,Other,Snack,Keto,45,1829,214,101,Fried,45,39,1,Mountain Climbers,4,20,Builds lower body power,334,Calves,Cable Machine or Resistance Band,Advanced,Legs,Anterior,Bicep Curls,28,1910,0,1,0,0,350,56,948,9223372036854775807,Low,46-60
58,Female,89,1,198,125,59,1,1373,Cardio,30,3,3,2,33,2,0,192,76,51,2463,Other,Lunch,Keto,42,398,155,174,Boiled,32,21,2,Bird Dogs,4,19,Targets obliques and improves core rotation,338,"Glutes, Hamstrings, Core",None or Dumbbell,Intermediate,Abs,Wrist Extensors,Bird dog,33,1541,0,0,0,0,1089,61,968,9223372036854775807,Medium,46-60
23,Female,53,1,169,165,60,1,851,Yoga,26,2,2,1,21,4,0,263,104,70,1510,Other,Lunch,Vegan,26,2063,143,377,Roasted,55,77,1,Burpees,4,19,Targets upper chest,361,"Legs, Shoulders, Core",Wall,Advanced,Abs,Wrist Extensors,Bent-over rows,21,2104,0,1,0,0,658,39,933,9223372036854775807,Very High,18-30
55,Female,56,1,189,123,65,1,1984,Cardio,23,2,5,2,24,3,0,210,84,55,1623,Other,Snack,Balanced,48,1670,93,135,Steamed,49,24,1,Dead Bugs,4,16,Builds shoulder width,328,"Quadriceps, Hamstrings, Glutes",Bench or Step,Intermediate,Arms,Lower,Preacher curls,24,1678,0,1,0,0,-361,42,1255,9223372036854775807,Low,46-60
58,Female,42,1,172,131,58,1,1072,Cardio,22,2,2,1,15,2,0,210,84,56,1275,Other,Snack,Vegan,48,1186,138,255,Fried,52,65,3,Prone Cobras,5,17,Improves core stability,337,"Core, Obliques",Cable Machine or Resistance Band,Advanced,Abs,Grip Strength,Hyperextensions,15,1684,0,1,0,0,202,32,823,9223372036854775807,Low,46-60
44,Female,59,1,169,142,64,1,1115,Cardio,28,1,4,2,25,2,0,237,94,63,1663,Other,Dinner,Vegan,25,2428,59,113,Grilled,23,109,3,Leg Press,3,24,Improves flexibility,332,Quadriceps,Bench or Step,Intermediate,Shoulders,Wrist Extensors,Barbell rows,25,1896,0,1,0,0,547,42,771,9223372036854775807,Low,31-45
39,Male,58,1,174,135,62,0,546,Cardio,27,2,2,1,23,3,0,197,78,52,1846,Other,Breakfast,Vegan,22,349,162,385,Roasted,54,49,1,Decline Push-ups,4,16,Targets upper chest,366,"Core, Obliques",Wall,Intermediate,Shoulders,Lower Chest,Barbell rows,23,1578,0,1,0,0,1299,42,453,9223372036854775807,Very High,31-45
49,Female,56,1,195,139,61,1,2201,Strength,23,2,5,3,22,3,0,213,85,56,1783,Other,Breakfast,Low-Carb,42,623,265,400,Boiled,39,15,4,Push-ups,4,22,Improves cardiovascular fitness,360,Core,Barbell,Intermediate,Forearms,Wrist Extensors,Barbell curls,22,1703,0,1,0,0,-418,43,1356,9223372036854775807,Very High,46-60
